SAT.Earth.ECC;SAT.ElapsedSecs;SAT.EarthMJ2000Eq.RA;SAT.Earth.TA;SAT.EarthMJ2000Eq.RAAN;SAT.EarthMJ2000Eq.INC;SAT.EarthMJ2000Eq.AOP;SAT.EarthICRF.AOP;SAT.EarthICRF.INC;SAT.EarthICRF.RAAN;SAT.EarthICRF.RA;
0.151595735;21410.7331;63.20466386;27.3007447;34.24598808;4.997261632;1.750464776;1.750603752;4.997257078;34.24584971;63.20466435;
0.151535303;21521.07459;69.37875701;33.44735436;34.24238403;4.996763585;1.791762785;1.791901778;4.996759031;34.24224563;69.37875762;
0.151487132;21600;73.73898426;37.78728663;34.23911912;4.996392394;1.819677293;1.8198163;4.996387841;34.23898072;73.73898495;
0.151448229;21660;77.01916621;41.05173315;34.23625901;4.996108511;1.839915019;1.840054036;4.996103958;34.23612059;77.01916696;
0.151380038;21759.78097;82.40298938;46.40893286;34.23081509;4.995644602;1.87158202;1.871721054;4.995640051;34.23067666;82.40299023;
0.151298714;21873.141;88.40414348;52.37944264;34.22368853;4.995147737;1.904410203;1.904549258;4.995143187;34.22355008;88.40414444;
0.151212522;21989.81454;94.44469703;58.38847682;34.21548502;4.994689703;1.934593257;1.934732331;4.994685155;34.21534654;94.44469807;
0.151123765;22108.79126;100.4563308;64.36855677;34.20644337;4.994294558;1.9615706;1.961709694;4.994290012;34.20630488;100.4563319;
0.151033889;22230.14065;106.4299978;70.31127288;34.1967794;4.993977057;1.985172018;1.985311129;4.993972513;34.19664089;106.4299989;
0.150944124;22354.03371;112.3631118;76.21470906;34.1867239;4.993746797;2.0053025;2.005441626;4.993742255;34.18658537;112.363113;
0.150855539;22480.64185;118.254317;82.07821032;34.17651439;4.993608546;2.021911649;2.022050788;4.993604007;34.17637585;118.2543182;
0.150769047;22610.12187;124.1028614;87.90173105;34.16638281;4.993562488;2.034988649;2.035127798;4.99355795;34.16624426;124.1028625;
0.150685414;22742.61102;129.9085072;93.68571673;34.15654438;4.993604673;2.044559671;2.044698828;4.993600138;34.15640582;129.9085083;
0.150605266;22878.22848;135.6717264;99.43127179;34.14718859;4.993727658;2.05068551;2.050824672;4.993723126;34.14705003;135.6717274;
0.15052911;23017.06544;141.3933978;105.1398337;34.13847367;4.99392123;2.053458276;2.05359744;4.993916699;34.13833511;141.3933987;
0.150457348;23159.18877;147.075085;110.8134293;34.13052268;4.994173174;2.052998866;2.053138029;4.994168645;34.13038412;147.0750859;
0.150390303;23304.62981;152.7186898;116.4543121;34.12342285;4.994469999;2.049454116;2.049593278;4.994465472;34.12328428;152.7186905;
0.15032823;23453.3831;158.3265194;122.0650165;34.11722601;4.994797603;2.042994584;2.043133742;4.994793077;34.11708746;158.32652;
0.150271333;23605.40671;163.9013811;127.6484443;34.11195052;4.995141853;2.033812108;2.033951261;4.995137328;34.11181197;163.9013816;
0.150219777;23760.62221;169.4466271;133.2079066;34.10758414;4.995489077;2.022117257;2.022256404;4.995484553;34.1074456;169.4466275;
0.150173698;23918.90194;174.9657283;138.7466965;34.10408789;4.995826405;2.008138018;2.008277159;4.995821882;34.10394935;174.9657286;
0.15013321;24080.07606;-179.537462;144.2683582;34.10139941;4.996142086;1.992117366;1.992256499;4.996137563;34.10126088;-179.5374618;
0.150098411;24243.93345;-174.0587177;149.7766841;34.09943669;4.996425685;1.974311087;1.974450214;4.996421163;34.09929816;-174.0587176;
0.150069382;24410.22107;-168.5935377;155.2756282;34.0981016;4.996668227;1.954985979;1.955125101;4.996663706;34.09796308;-168.5935376;
0.150046192;24578.64619;-163.1371821;160.7692823;34.09728317;4.996862288;1.934418003;1.93455712;4.996857767;34.09714466;-163.1371821;
0.150028901;24748.87873;-157.6847442;166.2618183;34.09686052;4.997002048;1.912890647;1.91302976;4.996997527;34.09672201;-157.6847441;
0.150017556;24920.55659;-152.2311635;171.7574916;34.0967055;4.997083326;1.890693142;1.890832252;4.997078805;34.09656699;-152.2311635;
0.150012194;25093.29275;-146.7712201;177.2606653;34.09668512;4.9971036;1.8681186;1.868257709;4.997099079;34.09654661;-146.77122;
0.150012841;25266.67587;-141.2997671;182.7755942;34.09666382;4.997062019;1.84546313;1.84560224;4.997057498;34.09652531;-141.299767;
0.150019512;25440.28401;-135.8115747;188.3066031;34.09650563;4.996959413;1.823023258;1.823162371;4.996954893;34.09636712;-135.8115745;
0.15003221;25613.68769;-130.3015315;193.8579047;34.09607641;4.996798308;1.80109464;1.801233757;4.996793788;34.09593789;-130.3015312;
0.150050924;25786.45378;-124.7648367;199.4334287;34.09524617;4.996582938;1.779970429;1.780109553;4.996578417;34.09510765;-124.7648364;
0.150075631;25958.16206;-119.1967951;205.0370518;34.09389168;4.99631924;1.759937766;1.760076898;4.99631472;34.09375315;-119.1967947;
0.150106296;26128.40078;-113.5932843;210.6721506;34.09189941;4.996014859;1.741276519;1.741415661;4.996010339;34.09176087;-113.5932838;
0.15014287;26296.78636;-107.9504323;216.3419504;34.08916875;4.995679086;1.724254918;1.724394071;4.995674568;34.08903019;-107.9504316;
0.150185291;26462.9588;-102.2650655;222.0490965;34.08561577;4.995322794;1.709127883;1.709267049;4.995318276;34.08547721;-102.2650647;
0.150233491;26626.5999;-96.53436957;227.7960159;34.08117705;4.994958264;1.696133238;1.696272417;4.994953747;34.08103848;-96.53436869;
0.150287389;26787.42369;-90.75644983;233.5843702;34.07581417;4.994598997;1.685491088;1.685630282;4.994594481;34.07567558;-90.75644886;
0.150346891;26945.19344;-84.92993075;239.4154679;34.06951765;4.994259364;1.677401859;1.677541068;4.99425485;34.06937904;-84.9299297;
0.150411891;27099.71804;-79.05421089;245.2900118;34.06231113;4.993954189;1.672047354;1.672186578;4.993949676;34.06217251;-79.05420978;
0.150482255;27250.85701;-73.12934693;251.2082091;34.05425453;4.993698195;1.669592535;1.669731773;4.993693684;34.05411589;-73.12934578;
0.150557802;27398.51699;-67.15619236;257.1696183;34.04544649;4.993505343;1.670188707;1.670327958;4.993500835;34.04530784;-67.15619119;
0.150638284;27542.65502;-61.13620868;263.1733137;34.03602481;4.993388053;1.673976897;1.674116159;4.993383546;34.03588615;-61.13620752;
0.150723339;27683.27379;-55.07152988;269.2177907;34.02616499;4.993356357;1.681090556;1.681229828;4.993351853;34.02602632;-55.07152876;
0.150812454;27820.41895;-48.96489719;275.3009959;34.01607599;4.993417023;1.691655888;1.691795167;4.99341252;34.01593731;-48.96489613;
0.150904918;27954.17727;-42.81950715;281.4204416;34.00599273;4.993572718;1.705788726;1.705928009;4.993568218;34.00585405;-42.81950617;
0.150999777;28084.67111;-36.63899038;287.5731931;33.99616565;4.993821312;1.723586623;1.723725909;4.993816814;33.99602697;-36.63898949;
0.151095809;28212.05156;-30.42744307;293.7558076;33.98684724;4.994155394;1.745115869;1.745255153;4.994150898;33.98670855;-30.42744229;
0.151191518;28336.4965;-24.18922935;299.9645085;33.9782759;4.994562142;1.770395559;1.770534839;4.994557647;33.97813722;-24.18922869;
0.15128516;28458.20704;-17.92884859;306.1953021;33.97065876;4.995023601;1.799380612;1.799519886;4.995019108;33.97052008;-17.92884806;
0.151374808;28577.40126;-11.65096115;312.4439417;33.96415504;4.995517428;1.831946142;1.832085408;4.995512937;33.96401638;-11.65096074;
0.151458436;28694.31291;-5.360184074;318.7061258;33.95886146;4.996018101;1.867878241;1.868017498;4.996013611;33.9587228;-5.360183769;
0.151534038;28809.18942;0.939058728;324.9776437;33.95480181;4.99649851;1.906872706;1.907011952;4.996494021;33.95466316;0.939058936;
0.151599737;28922.28555;7.242406138;331.2542444;33.95192245;4.996931781;1.948540884;1.948680121;4.996927293;33.95178382;7.242406266;
0.151653906;29033.86506;13.54583466;337.5319093;33.95009393;4.997293193;1.992425907;1.992565135;4.997288705;33.94995531;13.54583473;
0.151695248;29144.19769;19.84563706;343.8068344;33.94911931;4.997561938;2.038022608;2.038161829;4.997557451;33.94898069;19.8456371;
0.151722858;29253.56152;26.13866988;350.0756843;33.94874815;4.997722571;2.084801329;2.084940546;4.997718084;33.94860953;26.13866991;
0.151736247;29362.23532;32.42199336;356.3352491;33.94869458;4.997765974;2.132225919;2.132365135;4.997761487;33.94855597;32.42199342;
0.151735337;29470.49856;38.69291042;2.582504516;33.94865742;4.997689817;2.179770858;2.179910075;4.997685329;33.9485188;38.69291054;
0.151720431;29578.62997;44.94890885;8.81458379;33.94834034;4.997498485;2.226933199;2.227072422;4.997493998;33.94820172;44.94890903;
0.151692175;29686.91128;51.18788615;15.02903478;33.9474705;4.997202515;2.273242408;2.273381639;4.997198028;33.94733187;51.18788642;
0.151651506;29795.61629;57.40752525;21.2232326;33.94581406;4.99681769;2.318260679;2.318399923;4.996813203;33.94567542;57.40752563;
0.151599593;29905.01671;63.60564761;27.39476385;33.94318807;4.996363842;2.361588782;2.36172804;4.996359356;33.94304942;63.60564811;
0.151537782;30015.37436;69.77979974;33.54104244;33.93946832;4.99586356;2.402865389;2.403004664;4.995859075;33.93932964;69.77980036;
0.151467543;30126.94562;75.92755986;39.65963532;33.93459299;4.995340795;2.441770985;2.44191028;4.995336311;33.9344543;75.9275606;
0.151390407;30239.97733;82.04638587;45.74812308;33.92856278;4.994819552;2.478027825;2.478167139;4.994815069;33.92842406;82.04638672;
0.151307916;30354.70535;88.13364305;51.80413067;33.92143753;4.994322665;2.511400281;2.511539615;4.994318184;33.9212988;88.133644;
0.151221575;30471.356;94.18680432;57.82552112;33.91332988;4.99387072;2.541695008;2.541834361;4.993866241;33.91319113;94.18680536;
0.151132812;30590.14272;100.2034162;63.81034809;33.90439678;4.993481188;2.56875874;2.568898112;4.993476711;33.90425801;100.2034173;
0.151042944;30711.26696;106.1812976;69.7570332;33.89482903;4.993167769;2.592476725;2.592616114;4.993163294;33.89469024;106.1812988;
0.150953163;30834.91363;112.1184726;75.66427295;33.88484011;4.992939996;2.612769878;2.612909282;4.992935523;33.88470131;112.1184737;
0.150864513;30961.26065;118.013782;81.53161816;33.8746536;4.992803053;2.629594543;2.62973396;4.992798582;33.87451479;118.0137831;
0.150777897;31090.46604;123.8663988;87.35895995;33.86449277;4.992757887;2.642938816;2.643078243;4.992753419;33.86435394;123.8663999;
0.150694084;31222.6697;129.676065;93.14673476;33.85456998;4.992801487;2.652822307;2.652961741;4.992797021;33.85443114;129.6760661;
0.150613712;31357.99064;135.4431037;98.89590672;33.84507806;4.992927336;2.659295404;2.659434843;4.992922872;33.84493922;135.4431047;
0.150537304;31496.52432;141.1684275;104.6079511;33.83618347;4.993125991;2.662438594;2.662578035;4.993121528;33.83604463;141.1684285;
0.150465284;31638.33804;146.8534681;110.2847618;33.82802154;4.993385725;2.662361519;2.662500961;4.993381265;33.8278827;146.853469;
0.150397986;31783.46692;152.500126;115.928585;33.8206937;4.993693199;2.659201724;2.659341163;4.99368874;33.82055486;152.5001267;
0.150335672;31931.91219;158.1108059;121.5420435;33.81426633;4.994034113;2.653122777;2.653262212;4.994029656;33.81412749;158.1108066;
0.150278542;32083.63446;163.6882447;127.1279572;33.80877141;4.994393809;2.644312031;2.64445146;4.994389353;33.80863258;163.6882452;
0.150226746;32238.5557;169.2356491;132.6894802;33.80420808;4.994757821;2.632977648;2.633117072;4.994753366;33.80406926;169.2356495;
0.150180396;32396.55738;174.756656;138.2300629;33.80054535;4.995112336;2.61934541;2.619484826;4.995107882;33.80040654;174.7566563;
0.150179456;32400;174.8755409;138.3494284;33.80047585;4.995119785;2.61902765;2.619167066;4.99511533;33.80033704;174.8755412;
0.15016355;32460;176.9384874;140.4210981;33.79933088;4.995247352;2.613359076;2.613498489;4.995242898;33.79919207;176.9384877;
0.150131933;32590.62729;-178.6260666;144.8776928;33.79724704;4.995508502;2.600226924;2.600366332;4.995504048;33.79710824;-178.6260664;
0.150098546;32751.07405;-173.2715616;150.2617955;33.79536818;4.995792763;2.582813307;2.582952709;4.99578831;33.79522938;-173.2715615;
0.150070041;32917.16218;-167.8207276;155.7468222;33.7940823;4.996038105;2.563574384;2.563713779;4.996033652;33.79394351;-167.8207275;
0.150047153;33085.71297;-162.3665557;161.2386559;33.79331586;4.996230836;2.543072005;2.543211395;4.996226384;33.79317708;-162.3665557;
0.150029987;33256.07972;-156.9145523;166.7309977;33.79294213;4.996364317;2.52161619;2.521755576;4.996359865;33.79280334;-156.9145522;
0.150018593;33427.86364;-151.4607576;172.2270023;33.7928229;4.996434291;2.499490771;2.499630155;4.996429839;33.79268412;-151.4607576;
0.150013023;33600.67152;-146.000075;177.7309208;33.7928147;4.996438465;2.476979502;2.477118886;4.996434013;33.79267591;-146.0000749;
0.150013336;33774.09211;-140.5273057;183.2470756;33.7927719;4.996376487;2.454369211;2.454508596;4.996372035;33.79263312;-140.5273056;
0.150019597;33947.70146;-135.0372616;188.7797656;33.79254981;4.996249945;2.431949762;2.432089151;4.996245493;33.79241102;-135.0372614;
0.150031874;34121.06677;-129.524944;194.3331055;33.79200755;4.996062361;2.410014217;2.410153611;4.996057909;33.79186876;-129.5249437;
0.150050236;34293.75956;-123.9854423;199.9111472;33.79101123;4.995819165;2.38885757;2.388996971;4.995814714;33.79087243;-123.985442;
0.150074746;34465.35665;-118.4142254;205.5176086;33.78943724;4.995527654;2.368776527;2.368915938;4.995523203;33.78929843;-118.4142249;
0.150105451;34635.45228;-112.8070763;211.155961;33.78717571;4.995196907;2.350067153;2.350206574;4.995192456;33.78703689;-112.8070757;
0.150142375;34803.6609;-107.1603163;216.8292262;33.78413436;4.994837664;2.333022657;2.333162091;4.994833214;33.78399553;-107.1603157;
0.150185509;34969.62787;-101.4707521;222.5400535;33.78024224;4.994462136;2.31792921;2.318068657;4.994457687;33.78010339;-101.4707513;
0.150234796;35133.03592;-95.73572077;228.2906948;33.77545351;4.994083737;2.305061213;2.305200675;4.994079289;33.77531465;-95.73571987;
0.150290125;35293.60581;-89.95329794;234.0828161;33.76975115;4.99371675;2.294676056;2.294815532;4.993712304;33.76961227;-89.95329696;
0.150351316;35451.1031;-84.12224652;239.917564;33.76314991;4.993375889;2.287007662;2.287147153;4.993371444;33.76301102;-84.12224546;
0.150418121;35605.34143;-78.24202384;245.7955692;33.75569852;4.99307577;2.282260372;2.282399878;4.993071327;33.75555962;-78.24202272;
0.150490211;35756.18463;-72.31276129;251.7169679;33.74748072;4.992830325;2.280603704;2.280743225;4.992825884;33.7473418;-72.31276013;
0.15056718;35903.54303;-66.33540838;257.6812513;33.73861507;4.992652153;2.282168851;2.282308384;4.992647713;33.73847613;-66.33540721;
0.150648543;36047.37788;-60.31148949;263.6874902;33.72925262;4.992551833;2.287047668;2.287187212;4.992547395;33.72911368;-60.31148833;
0.150733739;36187.69617;-54.24317904;269.7342299;33.71957326;4.992537261;2.295295051;2.295434604;4.992532825;33.71943431;-54.24317792;
0.150822125;36324.54896;-48.13318281;275.8195685;33.70977986;4.992613022;2.306934598;2.307074157;4.992608589;33.7096409;-48.13318176;
0.150912968;36458.02522;-41.98477341;281.9410732;33.70009085;4.992779847;2.321966562;2.322106124;4.992775416;33.69995189;-41.98477243;
0.151005428;36588.24858;-35.80167654;288.0958403;33.69073087;4.993034194;2.340376811;2.340516374;4.993029765;33.69059191;-35.80167566;
0.151098532;36715.37384;-29.58794218;294.280572;33.68191988;4.993368008;2.362144372;2.362283933;4.993363581;33.68178092;-29.58794141;
0.151191144;36839.58134;-23.34791184;300.4915633;33.67386125;4.993768699;2.38724434;2.387383898;4.993764273;33.6737223;-23.34791119;
0.151281935;36961.0723;-17.08615352;306.7247347;33.66672919;4.994219375;2.415644048;2.415783599;4.994214951;33.66659025;-17.086153;
0.151369377;37080.06676;-10.80727777;312.9757992;33.66065614;4.994699401;2.447292016;2.447431558;4.994694979;33.6605172;-10.80727737;
0.151451749;37196.79881;-4.515914367;319.2402881;33.65572144;4.995185266;2.482099439;2.482238972;4.995180845;33.65558251;-4.515914077;
0.151527194;37311.51577;1.783491259;325.5137714;33.65194216;4.995651777;2.51991898;2.520058503;4.995647357;33.65180324;1.783491454;
0.151593797;37424.47525;8.086737562;331.791947;33.6492675;4.996073523;2.56052419;2.560663704;4.996069103;33.64912859;8.086737682;
0.151649707;37535.93971;14.38973948;338.0705479;33.64757794;4.996426494;2.603594235;2.60373374;4.996422074;33.64743904;14.38973954;
0.151693271;37646.18168;20.68896868;344.3458126;33.64668938;4.996689784;2.648713484;2.648852983;4.996685365;33.64655049;20.68896872;
0.151723165;37755.47618;26.98112957;350.6141893;33.64636329;4.996847122;2.695379144;2.695518638;4.996842703;33.64622439;26.98112962;
0.151738505;37864.10311;33.26336704;356.8725601;33.64632152;4.996888144;2.743024466;2.743163958;4.996883725;33.64618263;33.26336711;
0.151738905;37972.34263;39.53304532;3.118032263;33.64626513;4.996809209;2.791047075;2.79118657;4.99680479;33.64612624;39.53304544;
0.1517245;38080.47524;45.78777068;9.347968844;33.64589514;4.9966137;2.838841828;2.838981328;4.996609282;33.64575624;45.78777088;
0.151695912;38188.78079;52.02534452;15.5599505;33.64493331;4.996311745;2.885830397;2.885969907;4.996307327;33.6447944;52.02534482;
0.151654177;38297.53334;58.24347459;21.75150029;33.64314098;4.99591942;2.931482064;2.931621586;4.995915002;33.64300206;58.24347499;
0.151600648;38407.00387;64.43994696;27.92027194;33.64033405;4.995457501;2.975329037;2.975468574;4.995453084;33.64019511;64.43994748;
0.151536896;38517.45487;70.6123522;34.06379751;33.63639307;4.994949941;3.016969749;3.017109303;4.994945524;33.63625412;70.61235284;
0.151464606;38629.14148;76.75820774;40.17962994;33.63126785;4.994422184;3.056068307;3.05620788;4.994417769;33.63112888;76.7582085;
0.151385493;38742.30932;82.8749209;46.2653235;33.62497652;4.993899529;3.092348717;3.09248831;4.993895115;33.62483752;82.87492177;
0.151301232;38857.19366;88.9598488;52.31850355;33.61759992;4.993405638;3.125588345;3.125727958;4.993401226;33.61746091;88.95984977;
0.151213411;38974.01815;95.01036279;58.33693166;33.60927229;4.992961325;3.155611804;3.155751437;4.992956915;33.60913326;95.01036385;
0.151123497;39092.99662;101.0240843;64.31873113;33.60016921;4.992583656;3.182286927;3.182426578;4.992579247;33.60003016;101.0240854;
0.151032812;39214.32728;106.9987384;70.26222334;33.59049499;4.992285417;3.20552029;3.205659957;4.992281011;33.59035593;106.9987395;
0.150942526;39338.1996;112.9326527;76.16639855;33.58046915;4.992074878;3.225256499;3.225396181;4.992070475;33.58033007;112.9326539;
0.150853654;39464.78569;118.8244808;82.03061084;33.57031484;4.991955877;3.241474672;3.241614366;4.991951475;33.57017575;118.824482;
0.150767059;39594.24323;124.6734932;87.85483636;33.56024799;4.991928093;3.254187293;3.254326997;4.991923694;33.56010889;124.6734943;
0.150683465;39726.70982;130.4794537;93.63951874;33.55046892;4.991987509;3.263437631;3.263577341;4.991983111;33.55032981;130.4794548;
0.150603468;39862.30137;136.2426914;99.38561137;33.54115556;4.992126948;3.26929779;3.269437504;4.992122553;33.54101645;136.2426924;
0.150527547;40001.11406;141.9643;105.0947516;33.5324584;4.992336692;3.271866598;3.272006314;4.992332299;33.53231928;141.9643009;
0.150456091;40143.21049;147.6456757;110.7687784;33.52449812;4.99260508;3.271267197;3.271406912;4.992600689;33.52435901;147.6456766;
0.150389403;40288.62207;153.2887435;116.4099416;33.5173637;4.99291911;3.267645625;3.267785337;4.99291472;33.51722459;153.2887443;
0.150327723;40437.3472;158.8959767;122.0209107;33.51111212;4.993265002;3.261168992;3.2613087;4.993260613;33.51097302;158.8959773;
0.150271235;40589.34614;164.4702765;127.6046483;33.50576926;4.993628703;3.252023824;3.252163526;4.993624316;33.50563016;164.470277;
0.150220082;40744.53572;170.0148373;133.164273;33.5013316;4.993996333;3.240414683;3.240554378;4.993991946;33.50119251;170.0148377;
0.150174374;40902.79005;175.533214;138.7031294;33.49776826;4.994354572;3.226562395;3.226702084;4.994350187;33.49762918;175.5332143;
0.150134193;41063.94199;-178.97063;144.2248421;33.49502358;4.994690999;3.210701955;3.210841636;4.994686614;33.4948845;-178.9706298;
0.150099602;41227.78083;-173.4924425;149.7332054;33.49302005;4.994994348;3.193080758;3.193220432;4.994989964;33.49288098;-173.4924424;
0.150070654;41394.0497;-168.0278356;155.2320407;33.49166131;4.995254718;3.173957128;3.174096795;4.995250334;33.49152224;-168.0278355;
0.150047385;41562.4591;-162.571951;160.7255472;33.49083506;4.995463758;3.15359716;3.153736822;4.995459375;33.490696;-162.5719509;
0.15002983;41732.67976;-157.1198474;166.2179278;33.49041615;4.995614782;3.132274122;3.132413779;4.995610398;33.49027709;-157.1198474;
0.150018022;41904.3478;-151.6665161;171.7133901;33.49026939;4.995702866;3.110266903;3.110406559;4.995698483;33.49013034;-151.666516;
0.150011993;42077.07477;-146.2067788;177.216266;33.49025245;4.995724941;3.087858075;3.087997729;4.995720558;33.4901134;-146.2067787;
0.150011779;42250.45453;-140.7353253;182.730993;33.49021867;4.995679847;3.065332633;3.065472288;4.995675463;33.49007962;-140.7353252;
0.150017418;42424.06341;-135.2469834;188.2618611;33.49001995;4.995568385;3.042977881;3.043117539;4.995564002;33.4898809;-135.2469833;
0.150028959;42597.46958;-129.7367238;193.8130275;33.48950985;4.995393367;3.021082251;3.021221914;4.995388984;33.48937079;-129.7367235;
0.150046451;42770.24212;-124.1996853;199.3885111;33.48854687;4.995159636;2.999934145;3.000073815;4.995155253;33.4884078;-124.1996849;
0.150069951;42941.95983;-118.6312172;204.9921711;33.48699816;4.99487407;2.979820775;2.979960454;4.994869688;33.48685909;-118.6312168;
0.150099513;43112.21216;-113.0271727;210.6274324;33.4847436;4.994545555;2.961027693;2.961167383;4.994541174;33.48460452;-113.0271721;
0.150117292;43200;-110.0989115;213.5701363;33.48325794;4.994361342;2.951874318;2.952014015;4.994356961;33.48311885;-110.0989108;
